,取引価格（総額）,面積（㎡）,地区名,最寄駅：距離（分）,都市計画,建物の構造,築年数
2440,2000000,45,羽沢町,19,第１種中高層住居専用地域,,48
2441,2500000,45,羽沢町,19,第１種中高層住居専用地域,,48
2442,4000000,45,羽沢町,18,第１種中高層住居専用地域,ＲＣ,47
2443,4700000,45,羽沢町,24,第１種住居地域,ＲＣ,47
2444,4000000,45,羽沢町,23,第１種中高層住居専用地域,ＲＣ,47
2445,6300000,45,羽沢町,19,第１種中高層住居専用地域,ＲＣ,47
2446,9800000,45,羽沢町,19,第１種中高層住居専用地域,ＲＣ,47
2448,12000000,45,羽沢町,19,第１種中高層住居専用地域,ＲＣ,47
2449,2000000,45,羽沢町,19,第１種中高層住居専用地域,ＲＣ,47
2450,10000000,45,羽沢町,19,第１種中高層住居専用地域,ＲＣ,47
2452,3500000,45,羽沢町,19,第１種中高層住居専用地域,,50
2453,17000000,70,羽沢町,19,第１種住居地域,ＲＣ,18
2454,6700000,45,羽沢町,16,第１種中高層住居専用地域,ＲＣ,46
2456,29000000,70,羽沢町,22,第１種住居地域,,19
2457,5900000,45,羽沢町,19,第１種中高層住居専用地域,ＲＣ,46
2458,5000000,45,羽沢町,21,第１種住居地域,ＲＣ,34
2459,13000000,45,羽沢町,20,第１種中高層住居専用地域,ＲＣ,46
2460,5000000,45,羽沢町,18,第１種中高層住居専用地域,,46
2464,5800000,45,羽沢町,19,第１種中高層住居専用地域,ＲＣ,46
2490,25000000,70,羽沢町,20,第１種住居地域,ＲＣ,23
2496,25000000,70,羽沢町,20,第１種住居地域,ＲＣ,22
2497,8800000,45,羽沢町,28,第１種中高層住居専用地域,ＲＣ,49
2499,24000000,80,羽沢町,20,第１種住居地域,ＲＣ,22
2506,34000000,70,羽沢南,25,第１種住居地域,ＲＣ,24
2512,16000000,55,羽沢南,16,第１種住居地域,ＲＣ,29
2530,19000000,65,羽沢南,19,第１種住居地域,ＲＣ,22
2535,29000000,85,羽沢南,21,第１種住居地域,,25
2536,21000000,55,羽沢南,19,第１種住居地域,ＲＣ,22
2549,8500000,30,羽沢南,16,第１種住居地域,ＲＣ,25
2550,5300000,15,羽沢南,16,第１種住居地域,ＲＣ,25
2551,4300000,15,羽沢南,16,第１種住居地域,ＲＣ,25
2553,14000000,85,羽沢南,21,第１種住居地域,ＲＣ,24
2560,28000000,60,羽沢南,16,第１種住居地域,ＲＣ,20
2572,23000000,55,羽沢南,8,第１種住居地域,ＲＣ,28
2595,58000000,75,橋本町,19,工業専用地域,ＲＣ,14
2596,53000000,80,橋本町,19,工業専用地域,ＲＣ,12
2597,52000000,90,橋本町,19,工業専用地域,ＲＣ,11
2598,44000000,75,橋本町,19,工業専用地域,ＲＣ,11
2599,45000000,70,橋本町,13,工業専用地域,ＲＣ,13
2600,71000000,95,橋本町,13,工業専用地域,ＲＣ,12
2601,57000000,70,橋本町,14,工業専用地域,ＲＣ,15
2602,69000000,95,橋本町,21,工業専用地域,,14
2603,58000000,75,橋本町,15,工業専用地域,ＲＣ,15
2604,53000000,75,橋本町,18,工業専用地域,,13
2605,63000000,75,橋本町,16,工業専用地域,ＲＣ,14
2606,53000000,90,橋本町,14,工業専用地域,,13
2607,50000000,75,橋本町,14,工業専用地域,,13
2608,41000000,75,橋本町,14,工業専用地域,,14
2609,54000000,80,橋本町,15,工業地域,ＲＣ,13
2610,51000000,70,橋本町,15,工業地域,,11
2611,60000000,75,橋本町,15,工業専用地域,ＲＣ,13
2612,50000000,75,橋本町,15,工業専用地域,ＲＣ,13
2613,57000000,75,橋本町,15,工業専用地域,ＲＣ,11
2614,50000000,75,橋本町,15,工業専用地域,ＲＣ,11
2615,57000000,90,橋本町,14,工業専用地域,ＲＣ,10
2616,40000000,65,橋本町,14,工業専用地域,ＲＣ,10
2617,53000000,80,橋本町,14,工業専用地域,ＲＣ,10
2618,31000000,35,東神奈川,6,商業地域,ＲＣ,5
2619,44000000,55,東神奈川,6,商業地域,ＲＣ,4
2621,47000000,55,東神奈川,6,商業地域,ＲＣ,4
2623,42000000,55,東神奈川,6,商業地域,ＲＣ,3
2624,45000000,55,東神奈川,6,商業地域,ＲＣ,3
2625,45000000,55,東神奈川,6,商業地域,ＲＣ,2
2626,21000000,20,東神奈川,6,商業地域,,8
2627,42000000,55,東神奈川,6,商業地域,ＲＣ,1
2628,17000000,20,東神奈川,5,商業地域,ＲＣ,13
2629,21000000,20,東神奈川,5,商業地域,ＲＣ,13
2631,22000000,20,東神奈川,5,商業地域,ＲＣ,13
2632,17000000,20,東神奈川,5,商業地域,ＲＣ,13
2633,28000000,30,東神奈川,5,商業地域,,12
2634,22000000,30,東神奈川,5,商業地域,,12
2635,21000000,20,東神奈川,4,商業地域,,11
2638,21000000,20,東神奈川,4,商業地域,ＲＣ,11
2639,37000000,55,東神奈川,8,商業地域,,1
2640,23000000,20,東神奈川,4,商業地域,ＲＣ,10
2642,21000000,20,東神奈川,4,商業地域,ＲＣ,9
2643,45000000,70,東神奈川,6,商業地域,ＲＣ,21
2644,47000000,70,東神奈川,6,商業地域,ＲＣ,20
2645,19000000,20,東神奈川,7,商業地域,ＲＣ,11
2646,68000000,70,東神奈川,0,商業地域,ＳＲＣ,17
2647,11000000,20,東神奈川,1,商業地域,ＲＣ,19
2648,21000000,20,東神奈川,5,商業地域,ＳＲＣ,13
2649,48000000,70,東神奈川,5,商業地域,,20
2650,19000000,20,東神奈川,5,商業地域,ＳＲＣ,13
2651,16000000,20,東神奈川,5,商業地域,ＳＲＣ,13
2652,54000000,80,東神奈川,8,商業地域,ＲＣ,20
2653,20000000,20,東神奈川,5,商業地域,,12
2654,60000000,70,東神奈川,1,商業地域,ＲＣ,18
2655,17000000,20,東神奈川,7,商業地域,ＲＣ,10
2656,19000000,20,東神奈川,5,商業地域,,12
2657,20000000,20,東神奈川,5,商業地域,,12
2658,28000000,30,東神奈川,4,商業地域,,12
2659,39000000,80,東神奈川,8,商業地域,,20
2660,61000000,70,東神奈川,1,商業地域,ＲＣ,18
2662,71000000,70,東神奈川,1,商業地域,ＲＣ,0
2663,68000000,70,東神奈川,3,商業地域,,0
2664,21000000,20,東神奈川,7,商業地域,ＲＣ,9
2665,20000000,20,東神奈川,6,商業地域,ＲＣ,11
2666,79000000,80,東神奈川,1,商業地域,ＲＣ,0
2667,72000000,70,東神奈川,2,商業地域,,0
2668,40000000,40,東神奈川,1,商業地域,ＲＣ,0
2669,39000000,60,東神奈川,8,商業地域,ＲＣ,7
2670,20000000,20,東神奈川,5,商業地域,ＳＲＣ,11
2671,69000000,70,東神奈川,2,商業地域,ＲＣ,0
2672,58000000,70,東神奈川,1,商業地域,ＲＣ,17
2673,33000000,30,東神奈川,5,商業地域,,11
2674,20000000,20,東神奈川,7,商業地域,ＲＣ,9
2675,20000000,20,東神奈川,5,商業地域,ＳＲＣ,10
2676,18000000,20,東神奈川,5,商業地域,ＳＲＣ,10
2677,21000000,30,東神奈川,4,商業地域,ＲＣ,13
2678,30000000,55,東神奈川,8,商業地域,ＲＣ,5
2679,20000000,20,東神奈川,5,商業地域,,9
2680,20000000,20,東神奈川,6,商業地域,,9
2681,23000000,30,東神奈川,6,商業地域,ＲＣ,9
2682,28000000,50,東神奈川,4,商業地域,ＲＣ,12
2683,36000000,60,東神奈川,8,商業地域,ＲＣ,5
2684,18000000,20,東神奈川,4,商業地域,,9
2685,30000000,50,東神奈川,5,商業地域,ＲＣ,15
2686,52000000,55,平川町,8,近隣商業地域,ＲＣ,8
2687,23000000,20,平川町,2,近隣商業地域,ＲＣ,5
2688,39000000,45,平川町,8,近隣商業地域,ＲＣ,7
2689,49000000,50,平川町,5,近隣商業地域,,1
2690,50000000,50,平川町,5,近隣商業地域,,1
2691,47000000,50,平川町,5,近隣商業地域,,1
2692,47000000,60,平川町,4,近隣商業地域,,6
2694,40000000,45,平川町,8,近隣商業地域,,5
2696,55000000,65,平川町,3,近隣商業地域,,5
2702,54000000,60,平川町,4,近隣商業地域,ＲＣ,4
2703,40000000,55,平川町,4,近隣商業地域,ＲＣ,4
2704,43000000,45,平川町,4,近隣商業地域,ＲＣ,4
2705,22000000,20,広台太田町,5,商業地域,ＲＣ,3
2706,50000000,65,広台太田町,6,商業地域,ＳＲＣ,18
2707,15000000,30,広台太田町,6,近隣商業地域,ＲＣ,13
2708,40000000,60,広台太田町,6,商業地域,,18
2709,22000000,20,広台太田町,5,商業地域,ＲＣ,1
2710,45000000,60,広台太田町,6,近隣商業地域,,12
2711,50000000,75,広台太田町,6,近隣商業地域,ＲＣ,10
2713,24000000,20,広台太田町,8,商業地域,ＲＣ,5
2714,39000000,60,広台太田町,6,近隣商業地域,,19
2715,40000000,60,広台太田町,6,近隣商業地域,ＲＣ,17
2716,37000000,60,広台太田町,6,近隣商業地域,ＲＣ,17
2717,28000000,60,広台太田町,6,近隣商業地域,ＲＣ,16
2718,35000000,80,広台太田町,6,近隣商業地域,ＲＣ,16
2719,6100000,15,二ツ谷町,9,商業地域,,28
2720,5900000,15,二ツ谷町,6,近隣商業地域,,32
2721,7000000,15,二ツ谷町,5,商業地域,ＲＣ,28
2722,6500000,15,二ツ谷町,5,商業地域,ＲＣ,27
2723,7200000,15,二ツ谷町,6,近隣商業地域,ＲＣ,30
2724,64000000,75,星野町,13,工業専用地域,ＲＣ,1
2725,60000000,75,星野町,14,工業専用地域,,1
2726,69000000,85,星野町,13,工業専用地域,ＲＣ,13
2727,60000000,65,星野町,9,,,1
2728,63000000,85,星野町,13,工業専用地域,ＲＣ,11
2729,100000000,90,星野町,13,工業専用地域,ＲＣ,11
2730,48000000,70,松ケ丘,10,近隣商業地域,ＲＣ,13
2731,56000000,75,松ケ丘,10,近隣商業地域,ＲＣ,13
2732,41000000,70,松ケ丘,10,近隣商業地域,ＲＣ,11
2736,39000000,60,松ケ丘,10,近隣商業地域,ＲＣ,10
2737,34000000,60,松ケ丘,10,近隣商業地域,ＲＣ,9
2744,53000000,70,松ケ丘,5,第１種低層住居専用地域,ＲＣ,10
2752,48000000,70,松ケ丘,5,第１種低層住居専用地域,ＲＣ,9
2756,4100000,20,松ケ丘,4,近隣商業地域,ＲＣ,33
2757,43000000,70,松ケ丘,5,第１種低層住居専用地域,ＲＣ,8
2758,42000000,65,松ケ丘,14,第１種低層住居専用地域,ＲＣ,14
2761,26000000,55,松見町,9,第１種住居地域,ＲＣ,43
2769,35000000,60,松見町,6,第１種住居地域,,34
2771,25000000,65,松見町,10,第１種住居地域,ＲＣ,42
2772,7000000,15,松見町,14,準工業地域,ＲＣ,31
2773,26000000,60,松見町,11,第１種住居地域,,32
2776,31000000,65,松見町,10,第１種住居地域,ＲＣ,32
2781,25000000,65,松見町,10,第１種住居地域,ＲＣ,31
2782,26000000,55,松見町,10,第１種住居地域,ＲＣ,41
2790,18000000,65,松見町,10,第１種住居地域,ＲＣ,30
2791,13000000,35,松見町,5,第１種住居地域,ＲＣ,39
2795,10000000,35,松見町,7,第１種住居地域,ＲＣ,32
2796,16000000,45,松見町,11,第１種住居地域,ＲＣ,28
2797,23000000,65,松見町,10,第１種住居地域,ＲＣ,40
2799,14000000,40,松見町,6,第１種住居地域,,32
2804,37000000,60,松見町,6,第１種住居地域,,31
2805,27000000,65,松見町,9,第１種住居地域,,39
2806,25000000,60,松見町,10,第１種住居地域,,29
2807,17000000,20,松見町,10,第１種住居地域,ＲＣ,9
2811,45000000,70,松見町,11,第１種住居地域,ＲＣ,12
2814,12000000,35,松見町,13,第１種住居地域,ＲＣ,44
2815,41000000,70,松見町,13,第１種住居地域,ＲＣ,11
2816,34000000,60,松見町,11,第１種住居地域,,11
2817,35000000,65,松見町,18,第１種住居地域,,10
2818,39000000,70,松見町,14,第１種住居地域,ＲＣ,12
2819,37000000,65,松見町,14,第１種住居地域,ＲＣ,12
2822,36000000,75,松見町,16,第１種住居地域,ＳＲＣ,22
2825,16000000,20,松見町,13,第１種住居地域,ＲＣ,14
2827,36000000,75,松見町,12,第１種住居地域,ＳＲＣ,25
2828,24000000,35,松見町,11,第１種住居地域,ＲＣ,15
2835,15000000,20,松見町,13,第１種住居地域,ＲＣ,13
2836,14000000,40,松見町,10,第１種住居地域,ＲＣ,51
2841,32000000,70,松見町,8,第２種中高層住居専用地域,,31
2842,42000000,70,松見町,7,第２種中高層住居専用地域,ＲＣ,18
2843,35000000,65,松見町,7,第２種中高層住居専用地域,ＲＣ,18
2847,46000000,75,松見町,12,第１種住居地域,ＲＣ,24
2848,18000000,20,松見町,11,第１種住居地域,ＲＣ,13
2852,9800000,20,松見町,9,第１種住居地域,ＲＣ,6
2853,18000000,20,松見町,10,第２種中高層住居専用地域,ＲＣ,12
2854,26000000,30,松見町,11,第１種住居地域,ＲＣ,14
2858,18000000,20,松見町,11,第１種住居地域,ＲＣ,13
2859,18000000,20,松見町,13,第１種住居地域,ＲＣ,12
2860,5000000,15,松見町,15,第１種住居地域,ＲＣ,32
2868,18000000,20,松見町,10,第２種中高層住居専用地域,ＲＣ,12
2869,6300000,20,松見町,8,第１種住居地域,ＲＣ,33
2875,26000000,60,松見町,10,第２種中高層住居専用地域,,34
2879,4900000,15,松見町,11,第１種住居地域,ＲＣ,29
2880,33000000,60,松見町,10,第２種中高層住居専用地域,ＲＣ,12
2883,23000000,35,松見町,11,第１種住居地域,ＲＣ,13
2884,7200000,15,松見町,11,第１種住居地域,ＲＣ,29
2885,8400000,15,松見町,11,第１種住居地域,ＲＣ,29
2886,11000000,45,松見町,13,第１種住居地域,ＲＣ,33
2887,22000000,60,松見町,10,第１種住居地域,ＲＣ,49
2894,5500000,20,松見町,10,第２種中高層住居専用地域,,31
2899,24000000,50,松見町,12,第１種住居地域,,30
2900,32000000,70,松見町,8,第２種中高層住居専用地域,ＲＣ,28
2905,25000000,55,松見町,15,第１種住居地域,,28
2908,20000000,60,松見町,10,第１種住居地域,ＲＣ,48
2909,17000000,20,松見町,13,第１種住居地域,ＲＣ,10
2910,16000000,20,松見町,13,第１種住居地域,ＲＣ,10
2913,19000000,30,松見町,11,第１種住居地域,ＲＣ,11
2914,14000000,25,松見町,13,第１種住居地域,ＲＣ,31
2915,15000000,20,松見町,13,第１種住居地域,,9
2918,25000000,50,松見町,15,第１種住居地域,ＲＣ,21
2919,26000000,30,松見町,11,第１種住居地域,ＲＣ,11
2924,4500000,15,松見町,14,準工業地域,ＲＣ,28
2925,16000000,40,松見町,14,準工業地域,ＲＣ,28
2926,24000000,20,松見町,6,第２種中高層住居専用地域,ＲＣ,1
2927,17000000,20,松見町,11,第１種住居地域,ＲＣ,10
2932,22000000,20,松本町,6,近隣商業地域,ＲＣ,7
2934,21000000,20,松本町,6,近隣商業地域,ＲＣ,7
2936,20000000,20,松本町,6,近隣商業地域,,6
2941,22000000,20,松本町,6,近隣商業地域,ＲＣ,5
2942,25000000,25,松本町,5,近隣商業地域,,3
2943,25000000,25,松本町,5,近隣商業地域,ＲＣ,3
2944,25000000,25,松本町,5,近隣商業地域,ＲＣ,3
2945,25000000,20,松本町,5,近隣商業地域,ＲＣ,3
2947,36000000,55,松本町,4,近隣商業地域,,19
2948,24000000,20,松本町,3,近隣商業地域,ＲＣ,2
2950,33000000,50,松本町,11,近隣商業地域,ＲＣ,15
2952,42000000,60,松本町,3,近隣商業地域,ＲＣ,12
2956,8500000,15,松本町,2,近隣商業地域,ＲＣ,30
2958,6300000,15,松本町,3,近隣商業地域,,29
2959,5500000,15,松本町,1,近隣商業地域,,30
2962,6800000,15,松本町,2,近隣商業地域,ＲＣ,27
2963,29000000,50,松本町,4,近隣商業地域,,16
2966,4000000,15,松本町,1,近隣商業地域,ＲＣ,28
2967,6300000,15,松本町,2,近隣商業地域,ＲＣ,26
2975,46000000,70,三ツ沢上町,7,第１種住居地域,ＲＣ,5
2984,35000000,55,三ツ沢上町,2,近隣商業地域,ＲＣ,8
2992,40000000,70,三ツ沢上町,1,近隣商業地域,ＲＣ,17
2993,24000000,45,三ツ沢上町,2,近隣商業地域,ＲＣ,7
3002,11000000,20,三ツ沢上町,1,近隣商業地域,ＲＣ,25
3007,22000000,65,三ツ沢下町,6,第１種中高層住居専用地域,ＲＣ,56
3008,23000000,65,三ツ沢下町,6,第１種中高層住居専用地域,ＲＣ,56
3010,27000000,30,三ツ沢下町,6,第１種中高層住居専用地域,ＲＣ,15
3014,42000000,90,三ツ沢下町,8,第１種中高層住居専用地域,ＲＣ,21
3015,15000000,45,三ツ沢下町,14,第１種中高層住居専用地域,ＲＣ,55
3016,32000000,70,三ツ沢下町,10,第１種中高層住居専用地域,ＲＣ,28
3017,11000000,65,三ツ沢下町,6,第１種中高層住居専用地域,ＲＣ,55
3022,33000000,70,三ツ沢下町,5,第１種中高層住居専用地域,ＲＣ,19
3024,36000000,70,三ツ沢下町,5,第１種中高層住居専用地域,ＲＣ,20
3025,12000000,65,三ツ沢下町,6,第１種中高層住居専用地域,ＲＣ,54
3029,29000000,70,三ツ沢下町,6,第１種中高層住居専用地域,,23
3030,35000000,75,三ツ沢下町,7,第１種中高層住居専用地域,,20
3031,41000000,85,三ツ沢下町,10,第１種中高層住居専用地域,,26
3035,32000000,70,三ツ沢下町,5,第１種中高層住居専用地域,ＲＣ,19
3042,15000000,30,三ツ沢下町,6,第１種中高層住居専用地域,ＲＣ,13
3043,61000000,105,三ツ沢下町,5,第１種中高層住居専用地域,,26
3047,17000000,65,三ツ沢下町,5,第１種中高層住居専用地域,,52
3048,24000000,30,三ツ沢下町,6,第１種中高層住居専用地域,ＲＣ,12
3049,1500000,45,三ツ沢下町,11,第１種中高層住居専用地域,ＲＣ,52
3056,22000000,65,三ツ沢下町,8,第１種中高層住居専用地域,,52
3060,24000000,30,三ツ沢下町,7,第１種中高層住居専用地域,ＲＣ,12
3061,7400000,65,三ツ沢下町,7,第１種中高層住居専用地域,,52
3062,19000000,65,三ツ沢下町,6,第１種中高層住居専用地域,ＲＣ,26
3063,24000000,30,三ツ沢下町,6,第１種中高層住居専用地域,ＲＣ,12
3068,26000000,30,三ツ沢下町,6,第１種中高層住居専用地域,ＲＣ,11
3069,22000000,40,三ツ沢下町,6,第１種中高層住居専用地域,ＲＣ,11
3077,35000000,75,三ツ沢下町,8,第１種中高層住居専用地域,ＲＣ,17
3078,9500000,45,三ツ沢下町,9,第１種中高層住居専用地域,ＲＣ,51
3079,31000000,70,三ツ沢下町,5,第１種中高層住居専用地域,,17
3082,14000000,65,三ツ沢下町,6,第１種中高層住居専用地域,ＲＣ,51
3083,9500000,45,三ツ沢下町,5,第１種中高層住居専用地域,ＲＣ,51
3106,50000000,60,三ツ沢中町,3,近隣商業地域,ＲＣ,1
3115,20000000,70,三ツ沢中町,10,第１種低層住居専用地域,,29
3136,28000000,30,三ツ沢西町,5,準住居地域,ＲＣ,13
3137,25000000,25,三ツ沢西町,5,準住居地域,ＲＣ,13
3138,23000000,30,三ツ沢西町,5,準住居地域,ＲＣ,13
3139,33000000,55,三ツ沢西町,9,第１種住居地域,ＲＣ,27
3140,28000000,30,三ツ沢西町,5,準住居地域,ＲＣ,13
3143,24000000,25,三ツ沢西町,5,準住居地域,ＲＣ,12
3144,19000000,25,三ツ沢西町,5,準住居地域,ＲＣ,11
3148,32000000,35,三ツ沢西町,5,準住居地域,ＲＣ,11
3149,29000000,45,三ツ沢西町,6,準住居地域,,11
3150,23000000,25,三ツ沢西町,5,準住居地域,ＲＣ,10
3151,21000000,30,三ツ沢西町,5,準住居地域,ＲＣ,10
3152,34000000,45,三ツ沢西町,5,準住居地域,ＲＣ,10
3153,22000000,30,三ツ沢西町,5,準住居地域,ＲＣ,9
3154,26000000,50,三ツ沢西町,10,第１種住居地域,,23
3155,8200000,15,三ツ沢西町,10,第１種住居地域,,26
3156,24000000,30,三ツ沢西町,5,準住居地域,ＲＣ,9
3157,23000000,45,三ツ沢西町,6,準住居地域,ＲＣ,9
3158,27000000,30,三ツ沢西町,5,準住居地域,ＲＣ,9
3162,18000000,30,三ツ沢西町,5,準住居地域,ＲＣ,9
3163,22000000,55,三ツ沢西町,9,第１種住居地域,ＲＣ,23
3185,5000000,15,三ツ沢南町,11,第１種低層住居専用地域,ＲＣ,34
3198,8500000,15,三ツ沢南町,16,第１種低層住居専用地域,ＲＣ,31
3204,7900000,20,三ツ沢南町,16,第１種低層住居専用地域,ＲＣ,30
3207,8900000,15,三ツ沢南町,16,第１種低層住居専用地域,ＲＣ,29
3212,4900000,15,三ツ沢南町,16,第１種低層住居専用地域,ＲＣ,29
3213,5500000,15,三ツ沢南町,16,第１種低層住居専用地域,ＲＣ,29
3228,21000000,55,六角橋,5,第１種住居地域,ＲＣ,36
3234,5800000,15,六角橋,5,近隣商業地域,ＲＣ,32
3236,28000000,55,六角橋,5,第１種住居地域,ＲＣ,35
3244,28000000,50,六角橋,5,第１種住居地域,,25
3245,25000000,50,六角橋,5,第１種住居地域,ＲＣ,24
3246,6200000,15,六角橋,5,近隣商業地域,ＲＣ,30
3247,3200000,20,六角橋,5,第１種住居地域,ＲＣ,34
3251,46000000,70,六角橋,8,第１種住居地域,,7
3253,9800000,15,六角橋,5,近隣商業地域,ＲＣ,29
3256,26000000,50,六角橋,6,近隣商業地域,,20
3257,4300000,20,六角橋,5,近隣商業地域,ＲＣ,28
3261,41000000,65,六角橋,8,第１種住居地域,ＲＣ,5
3267,41000000,70,六角橋,9,近隣商業地域,ＲＣ,23
3268,6300000,15,六角橋,8,近隣商業地域,ＲＣ,35
3275,4700000,15,六角橋,17,第２種中高層住居専用地域,ＲＣ,30
3276,7500000,15,六角橋,8,近隣商業地域,ＲＣ,35
3277,6800000,20,六角橋,8,近隣商業地域,ＲＣ,35
3284,6500000,20,六角橋,10,近隣商業地域,ＲＣ,35
3285,47000000,65,六角橋,6,近隣商業地域,ＲＣ,22
3294,38000000,55,六角橋,4,商業地域,,17
3295,55000000,70,六角橋,3,商業地域,ＲＣ,17
3296,31000000,55,六角橋,11,近隣商業地域,ＲＣ,29
3297,18000000,35,六角橋,6,商業地域,ＲＣ,27
3298,30000000,55,六角橋,11,近隣商業地域,ＲＣ,29
3301,18000000,30,六角橋,10,近隣商業地域,,34
3303,29000000,50,六角橋,8,近隣商業地域,ＲＣ,34
3304,31000000,50,六角橋,11,近隣商業地域,ＲＣ,28
3305,4500000,15,六角橋,5,近隣商業地域,ＲＣ,30
3309,26000000,45,六角橋,6,商業地域,ＲＣ,33
3314,52000000,65,六角橋,8,近隣商業地域,,7
3315,48000000,60,六角橋,10,近隣商業地域,,8
3320,33000000,50,六角橋,7,近隣商業地域,ＲＣ,16
3321,20000000,50,六角橋,11,近隣商業地域,,27
3335,33000000,60,六角橋,8,近隣商業地域,ＲＣ,16
3336,29000000,35,六角橋,3,商業地域,ＲＣ,15
3339,5500000,20,六角橋,7,近隣商業地域,,33
3340,28000000,50,六角橋,10,近隣商業地域,,27
3345,6500000,15,六角橋,3,近隣商業地域,,28
3348,33000000,55,六角橋,10,近隣商業地域,ＲＣ,26
3357,39000000,65,六角橋,4,近隣商業地域,ＲＣ,19
3358,4300000,15,六角橋,17,第２種中高層住居専用地域,ＲＣ,27
3365,15000000,45,六角橋,5,商業地域,,31
3366,4200000,15,六角橋,13,第１種低層住居専用地域,ＲＣ,30
3370,9300000,30,六角橋,6,商業地域,ＲＣ,30
3376,6600000,15,六角橋,8,近隣商業地域,ＲＣ,31
3379,7300000,20,六角橋,8,近隣商業地域,ＲＣ,31
3384,18000000,40,六角橋,3,商業地域,ＲＣ,13
3385,36000000,50,六角橋,9,近隣商業地域,ＲＣ,5
3401,88000000,25,青木町,5,商業地域,ＲＣ,29
3402,37000000,35,青木町,4,商業地域,ＲＣ,8
3403,24000000,35,青木町,1,商業地域,ＳＲＣ,27
3404,38000000,35,青木町,4,商業地域,ＲＣ,8
3405,6800000,25,青木町,5,商業地域,ＳＲＣ,26
3406,31000000,25,青木町,4,商業地域,ＲＣ,8
3407,21000000,40,青木町,2,商業地域,ＲＣ,19
3408,30000000,50,青木町,5,商業地域,ＲＣ,29
3409,30000000,70,青木町,1,,ＳＲＣ,43
3410,38000000,35,青木町,4,商業地域,ＲＣ,8
3411,30000000,45,青木町,8,商業地域,ＳＲＣ,21
3412,31000000,25,青木町,11,商業地域,ＲＣ,8
3416,33000000,60,泉町,4,近隣商業地域,ＲＣ,15
3417,40000000,70,泉町,6,近隣商業地域,ＳＲＣ,18
3426,36000000,65,入江,6,第１種住居地域,ＲＣ,14
3428,43000000,90,浦島丘,13,第２種中高層住居専用地域,ＲＣ,19
3429,18000000,180,浦島町,4,商業地域,ＳＲＣ,19
3430,5300000,15,浦島町,4,商業地域,ＲＣ,27
3431,4900000,15,浦島町,4,商業地域,ＲＣ,27
3432,7900000,15,浦島町,5,,ＳＲＣ,23
3435,37000000,60,大口通,5,商業地域,ＲＣ,0
3439,4500000,15,大口通,5,第１種住居地域,ＲＣ,21
3441,34000000,60,大口通,13,商業地域,ＲＣ,0
3442,44000000,60,大口通,13,商業地域,ＲＣ,1
3459,27000000,55,大口仲町,9,第１種住居地域,ＲＣ,30
3460,29000000,75,大口仲町,11,第１種住居地域,ＲＣ,24
3461,4000000,15,大口仲町,8,第２種中高層住居専用地域,ＲＣ,28
3462,130000000,95,大野町,8,工業地域,ＲＣ,6
3466,29000000,65,片倉,4,第２種中高層住居専用地域,ＲＣ,10
3467,12000000,65,片倉,10,第２種中高層住居専用地域,ＲＣ,46
3468,20000000,50,片倉,6,第２種中高層住居専用地域,ＲＣ,46
3469,15000000,20,片倉,11,準住居地域,ＲＣ,23
3475,6700000,50,片倉,8,第２種中高層住居専用地域,ＲＣ,46
3476,15000000,50,片倉,6,第１種住居地域,ＲＣ,46
3480,11000000,50,片倉,8,第２種中高層住居専用地域,ＲＣ,46
3481,6000000,65,片倉,7,第１種中高層住居専用地域,ＲＣ,46
3482,43000000,80,片倉,10,準住居地域,ＲＣ,6
3483,12000000,50,片倉,6,第１種住居地域,ＲＣ,29
3494,39000000,70,片倉,11,準住居地域,ＲＣ,11
3495,6500000,20,神奈川,8,商業地域,ＳＲＣ,31
3496,5700000,15,神奈川,1,商業地域,鉄骨造,26
3497,7000000,20,神奈川,1,商業地域,鉄骨造,26
3500,7000000,20,神奈川,1,商業地域,鉄骨造,26
3501,6000000,15,神奈川,6,商業地域,ＳＲＣ,27
3502,6300000,15,神奈川,6,商業地域,ＳＲＣ,27
3503,6300000,15,神奈川,7,商業地域,ＳＲＣ,26
3506,2500000,15,神奈川本町,6,近隣商業地域,ＲＣ,48
3514,26000000,55,神之木町,7,第１種住居地域,ＲＣ,30
3515,38000000,75,神之木町,1,近隣商業地域,ＳＲＣ,17
3516,12000000,55,神之木町,9,第１種住居地域,ＲＣ,30
3519,38000000,70,神之木町,1,近隣商業地域,ＳＲＣ,17
3524,29000000,60,神大寺,11,第１種住居地域,ＲＣ,11
3529,28000000,55,神大寺,11,第２種中高層住居専用地域,ＲＣ,20
3532,33000000,50,神大寺,8,第１種住居地域,ＲＣ,5
3533,26000000,95,神大寺,13,第２種中高層住居専用地域,ＲＣ,32
3534,19000000,50,神大寺,5,第２種中高層住居専用地域,ＲＣ,29
3540,27000000,50,神大寺,10,第１種住居地域,ＲＣ,11
3541,27000000,70,神大寺,8,第２種中高層住居専用地域,ＲＣ,16
3547,13000000,40,神大寺,11,第２種中高層住居専用地域,ＲＣ,24
3548,18000000,60,神大寺,12,,ＲＣ,20
3549,16000000,60,神大寺,9,第２種中高層住居専用地域,ＲＣ,24
3551,74000000,70,金港町,9,工業地域,ＲＣ,7
3552,42000000,45,金港町,9,工業地域,ＲＣ,7
3553,150000000,85,金港町,5,工業地域,ＲＣ,8
3554,99000000,85,金港町,9,工業地域,ＲＣ,7
3558,36000000,70,栗田谷,10,第１種中高層住居専用地域,ＲＣ,9
