"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
3157,"中古マンション等","","14102","神奈川県","横浜市神奈川区","三ツ沢西町","三ツ沢上町","5",24000000,"","１ＤＫ","30",,"","","","平成20年","ＲＣ","","その他","","",,"準住居地域",60,200,"2017年第３四半期","未改装",""
3158,"中古マンション等","","14102","神奈川県","横浜市神奈川区","三ツ沢西町","三ツ沢上町","6",23000000,"","１ＬＤＫ","45",,"","","","平成20年","ＲＣ","住宅","住宅","","",,"準住居地域",60,200,"2017年第２四半期","未改装",""
3159,"中古マンション等","","14102","神奈川県","横浜市神奈川区","三ツ沢西町","三ツ沢上町","5",27000000,"","１ＤＫ","30",,"","","","平成20年","ＲＣ","住宅","住宅","","",,"準住居地域",60,200,"2017年第２四半期","",""
3160,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢西町","三ツ沢上町","6",44000000,"","","145",,"ほぼ台形","11.5","130","昭和59年","軽量鉄骨造","共同住宅","住宅","北東","市道",8.7,"第１種住居地域",60,200,"2017年第１四半期","",""
3161,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢西町","三ツ沢上町","8",55000000,"","","130",,"ほぼ整形","","95","平成29年","木造","共同住宅","住宅","東","市道",2.8,"第１種住居地域",60,200,"2017年第１四半期","",""
3162,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢西町","三ツ沢上町","7",100000000,"","","270",,"ほぼ台形","16.0","230","昭和60年","木造","住宅","事務所","北東","市道",8.8,"第１種住居地域",60,200,"2017年第１四半期","",""
3163,"中古マンション等","","14102","神奈川県","横浜市神奈川区","三ツ沢西町","三ツ沢上町","5",18000000,"","１ＤＫ","30",,"","","","平成20年","ＲＣ","住宅","住宅","","",,"準住居地域",60,200,"2017年第１四半期","未改装",""
3164,"中古マンション等","","14102","神奈川県","横浜市神奈川区","三ツ沢西町","三ツ沢上町","9",22000000,"","３ＬＤＫ","55",,"","","","平成6年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2017年第１四半期","未改装",""
3165,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢東町","三ツ沢下町","7",80000000,"","","270",,"長方形","13.5","250","昭和62年","","","住宅","東","市道",1.5,"第１種低層住居専用地域",50,100,"2021年第４四半期","",""
3166,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢東町","三ツ沢下町","6",41000000,"1200000","","110",370000,"ほぼ整形","11.0","","","","","住宅","東","市道",4.0,"第１種低層住居専用地域",50,100,"2020年第４四半期","",""
3167,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢東町","三ツ沢下町","6",44000000,"550000","","260",170000,"不整形","11.0","","","","","住宅","北","市道",7.5,"第１種低層住居専用地域",40,80,"2020年第３四半期","",""
3168,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢東町","三ツ沢下町","6",44000000,"1200000","","125",350000,"不整形","15.0","","","","","","東","市道",3.4,"第１種低層住居専用地域",50,100,"2020年第１四半期","","私道を含む取引"
3169,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢東町","三ツ沢下町","3",40000000,"1200000","","105",380000,"長方形","8.0","","","","","住宅","北東","市道",4.0,"第１種低層住居専用地域",50,100,"2020年第１四半期","",""
3170,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢東町","三ツ沢下町","6",59000000,"","","130",,"ほぼ長方形","8.2","100","平成31年","木造","住宅","住宅","東","道路",3.0,"第１種低層住居専用地域",40,80,"2019年第３四半期","","私道を含む取引"
3171,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢東町","三ツ沢下町","7",55000000,"","","140",,"ほぼ台形","11.0","105","平成12年","木造","住宅","住宅","北東","市道",6.5,"第１種低層住居専用地域",40,80,"2019年第３四半期","",""
3172,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢東町","三ツ沢下町","4",78000000,"","","165",,"長方形","10.0","125","平成31年","木造","住宅","住宅","北東","市道",6.4,"第１種低層住居専用地域",40,80,"2019年第２四半期","",""
3173,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢東町","三ツ沢下町","5",28000000,"890000","","105",270000,"ほぼ台形","10.0","","","","","住宅","東","市道",3.0,"第１種低層住居専用地域",50,100,"2019年第１四半期","",""
3174,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢東町","三ツ沢下町","6",65000000,"820000","","260",250000,"ほぼ長方形","14.0","","","","","住宅","西","私道",3.5,"第１種低層住居専用地域",40,80,"2018年第４四半期","",""
3175,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢東町","三ツ沢下町","2",49000000,"1100000","","140",340000,"長方形","8.9","","","","","住宅","北東","市道",4.0,"第１種低層住居専用地域",50,100,"2018年第２四半期","",""
3176,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢東町","三ツ沢下町","8",90000000,"610000","","480",190000,"袋地等","5.0","","","","","その他","南","市道",5.3,"第１種低層住居専用地域",40,80,"2018年第２四半期","",""
3177,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢東町","三ツ沢下町","4",32000000,"840000","","125",260000,"ほぼ長方形","7.5","","","","","住宅","北東","市道",4.0,"第１種低層住居専用地域",50,100,"2018年第２四半期","",""
3178,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢東町","三ツ沢下町","3",95000000,"","","170",,"ほぼ台形","10.0","145","平成30年","木造","共同住宅","住宅","南西","市道",4.5,"第１種低層住居専用地域",50,100,"2018年第１四半期","",""
3179,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢東町","三ツ沢下町","7",85000000,"850000","","330",260000,"ほぼ長方形","20.0","","","","","住宅","南東","市道",4.0,"第１種低層住居専用地域",50,100,"2017年第４四半期","",""
3180,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢東町","三ツ沢下町","6",56000000,"700000","","260",210000,"ほぼ長方形","18.0","","","","","住宅","東","市道",2.0,"第１種低層住居専用地域",50,100,"2017年第３四半期","","私道を含む取引"
3181,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢東町","三ツ沢下町","4",15000000,"500000","","100",150000,"ほぼ長方形","3.5","","","","","住宅","南西","市道",4.2,"第１種低層住居専用地域",50,100,"2017年第３四半期","",""
3182,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢東町","三ツ沢下町","7",24000000,"","","125",,"袋地等","2.4","","","","","住宅","南西","私道",2.1,"第１種低層住居専用地域",50,100,"2017年第２四半期","",""
3183,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢東町","三ツ沢下町","7",11000000,"","","55",,"ほぼ台形","5.9","35","","軽量鉄骨造","共同住宅","住宅","南","私道",2.0,"第１種低層住居専用地域",50,100,"2017年第２四半期","",""
3184,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢東町","三ツ沢下町","7",68000000,"","","155",,"ほぼ台形","13.0","110","平成30年","木造","共同住宅","住宅","南西","市道",2.8,"第１種低層住居専用地域",40,80,"2017年第２四半期","",""
3185,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢南町","三ツ沢上町","9",19000000,"450000","","140",140000,"長方形","11.0","","","","","住宅","西","市道",3.3,"第１種低層住居専用地域",50,100,"2022年第１四半期","",""
3186,"中古マンション等","","14102","神奈川県","横浜市神奈川区","三ツ沢南町","三ツ沢上町","11",5000000,"","１Ｒ","15",,"","","","昭和63年","ＲＣ","住宅","住宅","","",,"第１種低層住居専用地域",50,100,"2022年第１四半期","",""
3187,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢南町","三ツ沢上町","11",31000000,"","","180",,"ほぼ台形","15.0","85","平成8年","木造","住宅","住宅","南東","市道",4.0,"第１種低層住居専用地域",50,100,"2021年第３四半期","",""
3188,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢南町","三ツ沢上町","7",48000000,"","","125",,"ほぼ長方形","7.2","95","令和3年","木造","住宅","住宅","北西","市道",2.7,"第１種低層住居専用地域",50,100,"2021年第１四半期","","私道を含む取引"
3189,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢南町","三ツ沢上町","6",15000000,"330000","","155",99000,"ほぼ長方形","8.0","","","","","住宅","南","市道",4.0,"第１種低層住居専用地域",50,100,"2020年第４四半期","",""
3190,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢南町","三ツ沢上町","3",48000000,"","","195",,"ほぼ台形","13.2","185","昭和32年","木造","住宅","住宅","南西","市道",2.7,"第１種低層住居専用地域",50,100,"2020年第４四半期","",""
3191,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢南町","三ツ沢上町","7",11000000,"","","230",,"長方形","16.5","60","昭和38年","ＲＣ","住宅","住宅","南東","市道",4.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
3192,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢南町","三ツ沢上町","4",39000000,"","","320",,"ほぼ台形","10.1","75","昭和48年","木造","住宅","その他","北","市道",3.8,"第１種低層住居専用地域",50,100,"2019年第４四半期","",""
3193,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢南町","三ツ沢上町","8",5000000,"","","175",,"長方形","10.0","55","昭和32年","木造","住宅","住宅","西","市道",2.7,"第１種低層住居専用地域",50,100,"2019年第３四半期","",""
3194,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢南町","三ツ沢上町","9",39000000,"","","150",,"不整形","10.0","100","平成29年","木造","住宅","住宅","北","私道",6.0,"第１種低層住居専用地域",50,100,"2019年第３四半期","","私道を含む取引"
3195,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢南町","三ツ沢上町","10",39000000,"","","115",,"ほぼ台形","5.7","95","平成29年","木造","住宅","住宅","北","私道",4.0,"第１種低層住居専用地域",50,100,"2019年第３四半期","",""
3196,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢南町","三ツ沢上町","3",52000000,"","","230",,"ほぼ正方形","","240","昭和64年","木造","共同住宅","住宅","南","市道",4.6,"第１種低層住居専用地域",50,100,"2019年第３四半期","",""
3197,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢南町","三ツ沢上町","13",35000000,"840000","","140",250000,"ほぼ長方形","10.0","","","","","店舗","南東","市道",6.0,"第１種低層住居専用地域",50,100,"2019年第２四半期","",""
3198,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢南町","三ツ沢上町","6",88000000,"","","400",,"ほぼ台形","22.3","170","昭和35年","木造","住宅","住宅","南西","市道",4.0,"第１種低層住居専用地域",50,100,"2019年第２四半期","",""
3199,"中古マンション等","","14102","神奈川県","横浜市神奈川区","三ツ沢南町","三ツ沢上町","16",8500000,"","１Ｋ","15",,"","","","昭和63年","ＲＣ","","住宅","","",,"第１種低層住居専用地域",50,100,"2019年第２四半期","未改装",""
3200,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢南町","三ツ沢上町","4",50000000,"1200000","","135",370000,"ほぼ長方形","13.8","","","","","住宅","東","私道",4.5,"第１種低層住居専用地域",50,100,"2019年第１四半期","",""
3201,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢南町","三ツ沢上町","4",61000000,"","","135",,"長方形","10.0","105","平成30年","木造","住宅","住宅","南","私道",4.0,"第１種低層住居専用地域",50,100,"2018年第４四半期","",""
3202,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢南町","三ツ沢上町","4",38000000,"","","145",,"ほぼ長方形","13.9","95","昭和56年","木造","住宅","住宅","東","私道",4.0,"第１種低層住居専用地域",50,100,"2018年第３四半期","",""
